All event log messages.
Date:	2018-03-18 10:55:39
System Name:	C11_R11_R12_05-101065
Controller Name:	192.168.0.11
Controller Id	05-101065

RobotWare: 6.03.02.00
Key:	
Options:	
	RobotWare Base
	687-1 Advanced Robot Motion
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP and NFS client
	610-1 Independent Axis
	623-1 Multitasking
	604-1 MultiMove Coordinated
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	888-2 PROFINET Controller/Device
	688-1 RobotStudio App Connect
	885-1 SoftMove
	603-1 Absolute Accuracy
	English
	608-1 World Zones
	976-1 T10 Jogging Device
	812-1 Production Manager

Robot1
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3
	ADU-790A in position Y3
	ADU-790A in position Z3

Robot2
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position Z3
	ADU-790A in position X3
	ADU-790A in position Y3

SAC
	Key:	
Options:	
	Standalone Controller
		XYZ with no TCP
			Standalone Controller
				XYZ with no TCP

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
535079    	E   	IO & Communication  	71058   	Lost communication with I/O device      	2018-03-18 10:37:06 	 The previously working communication with I/O device PNetR11TC with address 192.168.10.86 on network PROFINET has been lost. 	{args: "PNetR11TC", "192.168.10.86", "PROFINET"}
535080    	I   	Operational         	10045   	System restarted                        	2018-03-18 10:38:00 	System was restarted. 	{args: }
535081    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:39:03 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
535082    	W   	System              	20139   	Debug Settings in Auto                  	2018-03-18 10:39:03 	One or more of the NORMAL tasks were disabled during startup in automatic mode.	{args: }
535083    	I   	Operational         	10017   	Automatic mode confirmed                	2018-03-18 10:39:03 	The system is in the Automatic mode.	{args: }
535084    	I   	Operational         	10155   	Program restarted                       	2018-03-18 10:39:03 	Execution of task T_ROB11 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "1", "T_ROB11"}
535085    	I   	Operational         	10155   	Program restarted                       	2018-03-18 10:39:03 	Execution of task T_ROB12 has been restarted from where it was previously stopped. The originator could not be determined.	{args: "2", "T_ROB12"}
535086    	I   	Operational         	10155   	Program restarted                       	2018-03-18 10:39:03 	Execution of task T_MASTER has been restarted from where it was previously stopped. The originator could not be determined.	{args: "3", "T_MASTER"}
535087    	I   	Operational         	10155   	Program restarted                       	2018-03-18 10:39:03 	Execution of task SENDER has been restarted from where it was previously stopped. The originator could not be determined.	{args: "4", "SENDER"}
535088    	I   	Operational         	10155   	Program restarted                       	2018-03-18 10:39:03 	Execution of task RECEIVER has been restarted from where it was previously stopped. The originator could not be determined.	{args: "5", "RECEIVER"}
535089    	I   	Operational         	10150   	Program started                         	2018-03-18 10:39:03 	Execution of task T_ROB11B has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "6", "T_ROB11B"}
535090    	I   	Operational         	10150   	Program started                         	2018-03-18 10:39:03 	Execution of task T_ROB12B has been started from the first instruction of the task's entry routine. The originator could not be determined.	{args: "7", "T_ROB12B"}
535091    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task T_MASTER has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "3", "T_MASTER"}
535092    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task SENDER has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "4", "SENDER"}
535093    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task RECEIVER has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "5", "RECEIVER"}
535094    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task T_ROB11B has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "6", "T_ROB11B"}
535095    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task T_ROB12B has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "7", "T_ROB12B"}
535096    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task T_ROB11 has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "1", "T_ROB11"}
535097    	I   	Operational         	10129   	Program stopped                         	2018-03-18 10:39:03 	The task T_ROB12 has stopped. The reason is that the event routine for RESET or POWER_ON is ready. 	{args: "2", "T_ROB12"}
535098    	E   	Operational         	10106   	Service Message                         	2018-03-18 10:39:03 	It's time for service for robot ROB_1 because it is 615 days since the last service.	{args: "615", "ROB_1"}
535099    	E   	Operational         	10106   	Service Message                         	2018-03-18 10:39:03 	It's time for service for robot ROB_2 because it is 615 days since the last service.	{args: "615", "ROB_2"}
535100    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:39:03 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
535102    	I   	Operational         	10010   	Motors OFF state                        	2018-03-18 10:39:47 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
535103    	I   	Operational         	10011   	Motors ON state                         	2018-03-18 10:39:52 	The system is in the Motors ON state.	{args: }
535104    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB11 has been reset.	{args: "1", "0", "T_ROB11"}
535105    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB12 has been reset.	{args: "2", "0", "T_ROB12"}
535106    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_MASTER has been reset.	{args: "3", "0", "T_MASTER"}
535107    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
535108    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task RECEIVER has been reset.	{args: "5", "0", "RECEIVER"}
535109    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB11B has been reset.	{args: "6", "0", "T_ROB11B"}
535110    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB12B has been reset.	{args: "7", "0", "T_ROB12B"}
535111    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-18 10:40:00 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
535112    	I   	Operational         	10052   	Regain start                            	2018-03-18 10:40:00 	A regain movement has started.	{args: "0"}
535113    	I   	Operational         	10053   	Regain ready                            	2018-03-18 10:40:00 	The regain movement is ready.	{args: "0"}
535114    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_ROB11 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB11"}
535115    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_ROB12 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB12"}
535116    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_MASTER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "T_MASTER"}
535117    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "SENDER"}
535118    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "5", "RECEIVER"}
535119    	I   	User                	80003   	T_MASTER Speed Limit Off, done          	2018-03-18 10:40:01 	rLogMsg	{args: "T_MASTER Speed Limit Off, done", "rLogMsg"}
535120    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitSpeed/WaitSyncTask/140.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitSpeed/WaitSyncTask/140"}
535121    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitSpeed/WaitSyncTask/136.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitSpeed/WaitSyncTask/136"}
535122    	I   	User                	80003   	T_MASTER Speed Limit On, done           	2018-03-18 10:40:01 	rLogMsg	{args: "T_MASTER Speed Limit On, done", "rLogMsg"}
535123    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitSpeed/WaitSyncTask/148.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitSpeed/WaitSyncTask/148"}
535124    	I   	User                	80003   	T_MASTER E001 Saw Saw Off, done         	2018-03-18 10:40:01 	rLogMsg	{args: "T_MASTER E001 Saw Saw Off, done", "rLogMsg"}
535125    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:02 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitTask/WaitSyncTask/77.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitTask/WaitSyncTask/77"}
535126    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Connect alias signals done	2018-03-18 10:40:02 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Connect alias signals done", "rLogMsg"}
535127    	I   	User                	80003   	T_ROB12 Tc12 Tool 3 Connect alias signals done	2018-03-18 10:40:02 	rLogMsg	{args: "T_ROB12 Tc12 Tool 3 Connect alias signals done", "rLogMsg"}
535128    	I   	User                	80003   	T_ROB11 TC11 Lock tool done             	2018-03-18 10:40:03 	rLogMsg	{args: "T_ROB11 TC11 Lock tool done", "rLogMsg"}
535129    	I   	User                	80003   	T_ROB12 Tc12 Lock tool done             	2018-03-18 10:40:03 	rLogMsg	{args: "T_ROB12 Tc12 Lock tool done", "rLogMsg"}
535130    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:03 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitTask/WaitSyncTask/79.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitTask/WaitSyncTask/79"}
535131    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:03 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitTask/WaitSyncTask/79.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitTask/WaitSyncTask/79"}
535132    	I   	User                	80003   	T_ROB11 RFL Check Y-Axis collision done 	2018-03-18 10:40:59 	rLogMsg	{args: "T_ROB11 RFL Check Y-Axis collision done", "rLogMsg"}
535133    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:41:07 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /RFL_Toolchanger_11/r_Tc11_MovToStaTB1/MoveAbsJ/628.	{args: "T_ROB11", "/RFL_Toolchanger_11/r_Tc11_MovToStaTB1/MoveAbsJ/628"}
535134    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Mill and Drill off done	2018-03-18 10:41:39 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Mill and Drill off done", "rLogMsg"}
535135    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Reset tool done     	2018-03-18 10:41:39 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Reset tool done", "rLogMsg"}
535136    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Disonnect alias signals done	2018-03-18 10:42:20 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Disonnect alias signals done", "rLogMsg"}
535137    	I   	User                	80003   	T_ROB11 TC11 Reset done                 	2018-03-18 10:42:20 	rLogMsg	{args: "T_ROB11 TC11 Reset done", "rLogMsg"}
535138    	I   	User                	80003   	T_ROB11 TC11 Unlock done                	2018-03-18 10:42:21 	rLogMsg	{args: "T_ROB11 TC11 Unlock done", "rLogMsg"}
535139    	I   	User                	80003   	T_ROB11 TC11 Lock tool done             	2018-03-18 10:42:43 	rLogMsg	{args: "T_ROB11 TC11 Lock tool done", "rLogMsg"}
535140    	I   	User                	80003   	T_ROB11 TC11 Tool 1 Connect alias signals done	2018-03-18 10:42:43 	rLogMsg	{args: "T_ROB11 TC11 Tool 1 Connect alias signals done", "rLogMsg"}
535141    	I   	User                	80003   	T_ROB11 TC11 Tool 1 Edge Sensor off done	2018-03-18 10:43:00 	rLogMsg	{args: "T_ROB11 TC11 Tool 1 Edge Sensor off done", "rLogMsg"}
535142    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:43:00 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /RFL_Toolchanger_11/r_Tc11_PickTool/MoveJ/827.	{args: "T_ROB11", "/RFL_Toolchanger_11/r_Tc11_PickTool/MoveJ/827"}
535143    	I   	User                	80003   	T_ROB11 TC11 Tool 1 Gripper off done    	2018-03-18 10:43:01 	rLogMsg	{args: "T_ROB11 TC11 Tool 1 Gripper off done", "rLogMsg"}
535144    	I   	User                	80003   	T_ROB11 TC11 Tool 1 Reset tool done     	2018-03-18 10:43:01 	rLogMsg	{args: "T_ROB11 TC11 Tool 1 Reset tool done", "rLogMsg"}
535145    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task T_MASTER has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "T_MASTER"}
535146    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task SENDER has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "SENDER"}
535147    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task RECEIVER has stopped. The reason is that an external or internal stop has occurred. 	{args: "5", "RECEIVER"}
535148    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task T_ROB12 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB12"}
535149    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:43:04 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
535150    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:04 	The task T_ROB11 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB11"}
535151    	I   	Operational         	10013   	Emergency stop state                    	2018-03-18 10:43:04 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device. 	{args: }
535152    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:43:47 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
535153    	I   	Operational         	10015   	Manual mode selected                    	2018-03-18 10:44:01 	The system is in the Manual mode.	{args: }

Operational log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
535107    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
535108    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task RECEIVER has been reset.	{args: "5", "0", "RECEIVER"}
535109    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB11B has been reset.	{args: "6", "0", "T_ROB11B"}
535110    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-18 10:39:59 	The program pointer of task T_ROB12B has been reset.	{args: "7", "0", "T_ROB12B"}
535111    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-18 10:40:00 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
535112    	I   	Operational         	10052   	Regain start                            	2018-03-18 10:40:00 	A regain movement has started.	{args: "0"}
535113    	I   	Operational         	10053   	Regain ready                            	2018-03-18 10:40:00 	The regain movement is ready.	{args: "0"}
535114    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_ROB11 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB11"}
535115    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_ROB12 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB12"}
535116    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task T_MASTER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "T_MASTER"}
535117    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "SENDER"}
535118    	I   	Operational         	10151   	Program started                         	2018-03-18 10:40:00 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "5", "RECEIVER"}
535145    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task T_MASTER has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "T_MASTER"}
535146    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task SENDER has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "SENDER"}
535147    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task RECEIVER has stopped. The reason is that an external or internal stop has occurred. 	{args: "5", "RECEIVER"}
535148    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:03 	The task T_ROB12 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB12"}
535149    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-18 10:43:04 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
535150    	I   	Operational         	10125   	Program stopped                         	2018-03-18 10:43:04 	The task T_ROB11 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB11"}
535151    	I   	Operational         	10013   	Emergency stop state                    	2018-03-18 10:43:04 	The system is in the Emergency stop state, since the Motors ON circuit has been opened by an Emergency Stop device. 	{args: }
535153    	I   	Operational         	10015   	Manual mode selected                    	2018-03-18 10:44:01 	The system is in the Manual mode.	{args: }

System log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534136    	E   	System              	20072   	Not allowed command                     	2018-03-17 14:29:41 	The command is not allowed in Motors OFF state.	{args: "66"}
534218    	E   	System              	20205   	Auto Stop open                          	2018-03-17 14:32:07 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534220    	E   	System              	20072   	Not allowed command                     	2018-03-17 14:32:37 	The command is not allowed in Motors OFF state.	{args: "66"}
534285    	E   	System              	20205   	Auto Stop open                          	2018-03-17 14:36:46 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534375    	E   	System              	20202   	Emergency Stop open                     	2018-03-18 09:47:09 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: }
534376    	E   	System              	20202   	Emergency Stop open                     	2018-03-18 09:47:14 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: }
534377    	E   	System              	20202   	Emergency Stop open                     	2018-03-18 09:47:52 	The emergency stop circuit has previously been broken, and while broken, an attempt was made to operate the robot.	{args: }
534381    	E   	System              	20205   	Auto Stop open                          	2018-03-18 09:49:20 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534420    	E   	System              	20072   	Not allowed command                     	2018-03-18 09:55:22 	The command is not allowed in Motors OFF state.	{args: "66"}
534443    	E   	System              	20205   	Auto Stop open                          	2018-03-18 09:55:44 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534455    	E   	System              	20074   	Not allowed command                     	2018-03-18 10:01:55 	The command is not allowed in Guard Stop state.	{args: "66"}
534496    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:04:36 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534504    	W   	System              	20140   	Motors On rejected                      	2018-03-18 10:09:30 	Motors On, via System IO, was rejected.	{args: "-2"}
534549    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:11:01 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
535030    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:33:56 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
535069    	E   	System              	20240   	Conflict between ENABLE signals         	2018-03-18 10:35:40 	A switch in only one of the two enable chains was affected, without the other chain being affected.	{args: }
535070    	E   	System              	20312   	Enable 2 open                           	2018-03-18 10:35:40 	The Enable 2 circuit monitoring the axis computer has been opened.	{args: }
535082    	W   	System              	20139   	Debug Settings in Auto                  	2018-03-18 10:39:03 	One or more of the NORMAL tasks were disabled during startup in automatic mode.	{args: }
535100    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:39:03 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
535152    	E   	System              	20205   	Auto Stop open                          	2018-03-18 10:43:47 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }

Hardware log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
497124    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-08 20:37:45 	The main computer has lost contact with drive module 1.	{args: "1", "1", "60007"}
500048    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-09 10:46:35 	The main computer has lost contact with drive module 2.	{args: "2", "3"}
500053    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-09 10:46:50 	The main computer has lost contact with drive module 2.	{args: "2", "1", "60007"}
500057    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-09 10:46:50 	The main computer has lost contact with drive module 1.	{args: "1", "3"}
500058    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-09 10:47:05 	The main computer has lost contact with drive module 1.	{args: "1", "1", "60007"}
510022    	E   	Hardware            	37001   	Motors ON contactor activation error    	2018-03-12 16:30:36 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
515148    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-13 14:03:07 	The main computer has lost contact with drive module 2.	{args: "2", "3"}
515154    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-13 14:03:22 	The main computer has lost contact with drive module 2.	{args: "2", "1", "60007"}
515158    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-13 14:03:22 	The main computer has lost contact with drive module 1.	{args: "1", "3"}
515164    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-13 14:03:37 	The main computer has lost contact with drive module 1.	{args: "1", "1", "60007"}
515784    	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2018-03-13 16:13:05 	The mains power supply to the power supply unit in drive module 1 is missing. 	{args: "1"}
517673    	E   	Hardware            	39526   	Axis computer not found in Multi Move system	2018-03-14 09:01:26 	The axis computer in drive module 1 is not connected to the main computer.	{args: "1"}
517674    	E   	Hardware            	39526   	Axis computer not found in Multi Move system	2018-03-14 09:01:26 	The axis computer in drive module 2 is not connected to the main computer.	{args: "2"}
520982    	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2018-03-14 19:05:51 	The mains power supply to the power supply unit in drive module 1 is missing. 	{args: "1"}
525681    	E   	Hardware            	37001   	Motors ON contactor activation error    	2018-03-15 18:45:51 	Motors ON contactor 1 in drive module 1 failed to close when ordered.	{args: "1", "1"}
528039    	E   	Hardware            	39505   	Mains Voltage to Power Supply Lost      	2018-03-16 13:22:51 	The mains power supply to the power supply unit in drive module 1 is missing. 	{args: "1"}
535066    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-18 10:35:38 	The main computer has lost contact with drive module 2.	{args: "2", "3"}
535071    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-18 10:35:53 	The main computer has lost contact with drive module 2.	{args: "2", "1", "10015"}
535076    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-18 10:35:53 	The main computer has lost contact with drive module 1.	{args: "1", "3"}
535077    	E   	Hardware            	39520   	Communication lost with Drive Module    	2018-03-18 10:36:08 	The main computer has lost contact with drive module 1.	{args: "1", "1", "10013"}

Program log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534528    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:09:42 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitSpeed/WaitSyncTask/136.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitSpeed/WaitSyncTask/136"}
534530    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:09:42 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitSpeed/WaitSyncTask/148.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitSpeed/WaitSyncTask/148"}
534532    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:09:43 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitTask/WaitSyncTask/77.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitTask/WaitSyncTask/77"}
534537    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:09:44 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitTask/WaitSyncTask/79.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitTask/WaitSyncTask/79"}
